Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Mahindra Thar,2010,0.97,19.83,122916,CNG,Dealer,Manual,3
Nissan Kicks,2014,0.53,9.85,97477,Petrol,Dealer,Manual,3
Mahindra XUV500,2016,3.22,16.8,120342,Petrol,Individual,Manual,0
Audi Q7,2011,3.26,31.15,205806,Petrol,Dealer,Automatic,0
Tata Tiago,2015,4.9,19.09,75022,Diesel,Individual,Manual,0
Audi A4,2022,24.45,37.3,31679,Petrol,Individual,Automatic,1
Chevrolet Sail,2019,2.86,7.39,44876,CNG,Dealer,Manual,1
Hyundai Venue,2017,3.3,9.54,82632,Diesel,Dealer,Manual,0
Mahindra Scorpio,2021,13.16,20.18,30561,Diesel,Dealer,Manual,0
Maruti S-Cross,2014,0.66,4.44,107066,Petrol,Individual,Manual,0
BMW 3 Series,2004,0.89,26.51,251860,Diesel,Dealer,Automatic,1
Ford Freestyle,2020,6.36,13.26,47261,Petrol,Individual,Automatic,0
Volkswagen Vento,2023,15.72,17.48,8288,Petrol,Individual,Manual,0
Hyundai Santro,2020,4.25,10.12,42697,Petrol,Individual,Automatic,1
Honda Jazz,2014,3.04,23.55,130498,Petrol,Dealer,Manual,1
Hyundai Tucson,2024,13.59,12.42,500,Petrol,Individual,Automatic,0
Hyundai Grand i10,2008,0.5,17.79,230529,Petrol,Dealer,Automatic,1
Chevrolet Beat,2016,2.2,11.41,61626,CNG,Individual,Manual,1
Toyota Innova Crysta,2008,0.89,33.93,239241,CNG,Individual,Manual,0
Honda Brio,2024,10.63,10.62,500,Petrol,Dealer,Manual,0
Toyota Fortuner,2020,10.04,21.02,49083,CNG,Individual,Automatic,0
Toyota Corolla,2023,11.43,14.85,15541,Diesel,Individual,Manual,3
Maruti Dzire,2023,8.15,8.56,500,Petrol,Dealer,Manual,0
Tata Harrier,2015,1.12,5.92,78291,CNG,Individual,Automatic,0
Hyundai Creta,2018,1.88,6.09,91196,Petrol,Individual,Manual,0
Ford Freestyle,2021,16.32,26.58,51759,Diesel,Dealer,Automatic,0
Renault Triber,2019,1.25,6.22,77737,CNG,Individual,Manual,3
Honda City,2019,2.89,6.5,95351,Diesel,Individual,Manual,0
Volkswagen Polo,2016,1.19,11.84,125846,Diesel,Individual,Manual,3
Volkswagen Jetta,2017,4.0,14.85,110700,Petrol,Dealer,Manual,0
Toyota Innova Crysta,2009,2.49,33.1,185637,CNG,Dealer,Automatic,0
Hyundai i20,2020,8.12,13.91,38393,Diesel,Dealer,Manual,0
Toyota Fortuner,2012,3.09,30.88,172739,Petrol,Individual,Automatic,0
Maruti Swift,2015,1.69,10.36,139447,Petrol,Individual,Manual,0
Chevrolet Enjoy,2024,8.35,9.03,500,Diesel,Individual,Automatic,1
Toyota Etios,2010,1.61,30.98,244553,CNG,Individual,Automatic,0
Maruti Vitara Brezza,2008,0.26,5.83,142703,Petrol,Individual,Manual,1
BMW X5,2009,2.16,37.19,235688,Diesel,Dealer,Automatic,1
Maruti Alto,2019,2.04,4.76,63252,CNG,Individual,Manual,0
Hyundai Santro,2012,2.11,13.14,141027,Diesel,Dealer,Manual,0
Hyundai Venue,2012,0.78,14.57,173677,Petrol,Individual,Manual,1
Volkswagen Jetta,2008,0.71,19.41,157989,Petrol,Individual,Automatic,1
Mahindra XUV300,2017,3.8,11.3,108579,Diesel,Dealer,Manual,0
Hyundai Santro,2024,6.09,5.38,4289,Petrol,Individual,Automatic,0
Hyundai Santro,2019,4.69,13.29,57748,Petrol,Individual,Manual,1
Maruti Ertiga,2022,4.83,6.61,19308,Petrol,Individual,Manual,0
Toyota Camry,2013,3.41,20.11,126387,Diesel,Individual,Manual,0
Toyota Innova Crysta,2021,11.67,17.02,21889,Petrol,Dealer,Manual,0
Hyundai Creta,2017,2.0,13.73,70388,Petrol,Dealer,Manual,3
Hyundai Grand i10,2023,7.48,8.35,500,Petrol,Individual,Manual,0
Toyota Yaris,2018,8.83,26.52,63424,Petrol,Individual,Automatic,0
Maruti Celerio,2024,8.55,9.04,500,Diesel,Dealer,Manual,0
Maruti Ciaz,2010,0.7,8.24,184672,Diesel,Dealer,Manual,1
Honda Amaze,2014,1.13,5.96,135586,Diesel,Dealer,Manual,0
Chevrolet Enjoy,2023,12.75,14.26,12410,Diesel,Dealer,Manual,1
Hyundai i20,2022,9.84,17.15,25731,Petrol,Individual,Manual,3
Honda Amaze,2023,16.73,19.34,11993,Petrol,Dealer,Automatic,1
Tata Hexa,2020,4.06,9.36,60123,Diesel,Individual,Manual,1
Maruti Ertiga,2004,0.45,11.83,182072,Petrol,Dealer,Automatic,1
Maruti Swift,2017,2.47,9.06,112781,CNG,Dealer,Manual,0
Hyundai Tucson,2016,6.73,17.61,74895,Diesel,Dealer,Manual,0
Hyundai Creta,2023,11.54,14.48,820,Petrol,Dealer,Automatic,0
Toyota Etios Cross,2020,17.9,29.43,74503,Diesel,Individual,Automatic,0
Hyundai Elite i20,2019,6.4,12.44,50799,Petrol,Dealer,Manual,0
Skoda Kodiaq,2020,4.3,8.99,66145,Petrol,Individual,Manual,0
Hyundai Tucson,2023,12.67,15.82,500,Petrol,Individual,Manual,0
Hyundai Verna,2013,0.34,4.19,200425,Diesel,Individual,Automatic,1
Maruti Vitara Brezza,2021,5.09,9.12,32157,CNG,Individual,Manual,0
Renault Triber,2022,4.69,8.06,18263,Petrol,Individual,Automatic,3
Volkswagen Jetta,2019,8.42,16.29,89124,Diesel,Dealer,Manual,0
Toyota Corolla,2022,12.48,18.88,16496,Diesel,Dealer,Manual,0
Chevrolet Sail,2011,1.38,14.91,120133,Petrol,Individual,Automatic,0
Honda City,2015,1.07,12.42,83523,Petrol,Dealer,Manual,3
Mahindra Bolero,2015,3.87,17.66,123911,Petrol,Dealer,Manual,0
Toyota Etios Cross,2022,21.68,28.13,27330,Diesel,Dealer,Automatic,0
Ford Aspire,2017,5.06,17.74,88432,CNG,Dealer,Manual,0
Hyundai i10,2024,18.15,16.13,3674,Petrol,Dealer,Automatic,1
Hyundai Tucson,2010,1.64,16.57,220636,Diesel,Individual,Automatic,0
Tata Safari,2017,1.98,16.12,98949,Petrol,Dealer,Manual,3
Toyota Innova,2018,8.08,24.73,79362,Petrol,Individual,Manual,0
Renault Duster,2008,0.61,9.69,226766,Diesel,Dealer,Automatic,1
Toyota Etios,2024,22.89,22.59,777,CNG,Individual,Manual,0
Ford Aspire,2009,0.96,28.84,213699,Petrol,Individual,Automatic,1
Hyundai Tucson,2017,1.06,4.51,86739,Petrol,Dealer,Manual,1
Chevrolet Cruze,2004,0.15,3.32,362911,Diesel,Dealer,Manual,0
Toyota Yaris,2016,1.47,15.35,121668,Petrol,Dealer,Automatic,3
Tata Tigor,2024,11.88,10.91,500,Diesel,Dealer,Manual,0
Ford Figo,2021,11.4,17.03,43128,Petrol,Individual,Manual,0
Tata Harrier,2003,0.35,10.02,176169,Petrol,Individual,Automatic,1
Mahindra Marazzo,2018,3.79,8.87,60230,CNG,Dealer,Manual,0
Maruti Dzire,2010,0.27,4.66,162139,Petrol,Individual,Manual,0
BMW 5 Series,2009,1.3,38.41,124434,Petrol,Individual,Manual,1
Honda Civic,2009,0.38,13.0,233618,Petrol,Individual,Manual,1
Tata Nexon,2022,3.72,5.45,32263,Diesel,Individual,Manual,1
Volkswagen Vento,2021,10.97,17.22,26070,Diesel,Individual,Automatic,0
Tata Nano,2024,11.28,11.68,500,Diesel,Dealer,Automatic,0
Toyota Etios Cross,2007,0.96,31.82,225805,Petrol,Dealer,Manual,1
Ford Aspire,2014,1.99,11.18,106444,Diesel,Individual,Manual,0
Volkswagen Jetta,2018,3.73,17.18,98771,CNG,Individual,Manual,1
Audi Q3,2018,14.49,38.43,68824,Diesel,Individual,Automatic,0
Maruti Swift,2016,1.8,9.53,112768,Diesel,Individual,Manual,1
Chevrolet Sail,2023,10.17,13.69,13954,Diesel,Dealer,Automatic,0
Renault Triber,2020,4.94,10.63,46036,Diesel,Individual,Manual,0
Renault Kwid,2009,0.35,11.71,233491,Petrol,Dealer,Manual,1
Chevrolet Spark,2009,0.72,5.82,184978,Diesel,Dealer,Automatic,0
Mahindra Marazzo,2020,5.5,11.22,39804,Petrol,Dealer,Manual,1
Ford Figo,2020,7.96,14.97,45346,Diesel,Dealer,Manual,0
Hyundai i20,2017,1.71,7.7,94765,Petrol,Dealer,Manual,1
Mahindra Bolero,2008,1.41,18.61,149244,Diesel,Individual,Manual,0
Renault Captur,2007,0.23,4.41,207262,Petrol,Dealer,Automatic,0
Renault Kwid,2015,0.64,3.99,107720,CNG,Individual,Manual,0
Honda Jazz,2020,4.87,9.24,43712,Petrol,Dealer,Manual,0
Ford Figo,2013,0.93,13.4,198785,Petrol,Dealer,Manual,1
Honda City,2024,23.78,22.4,500,Diesel,Dealer,Automatic,1
Volkswagen Tiguan,2009,1.41,16.77,139168,Diesel,Dealer,Automatic,1
Maruti Dzire,2021,6.54,9.34,33093,Diesel,Individual,Automatic,0
Nissan Kicks,2016,1.94,7.98,74199,Diesel,Individual,Automatic,1
Maruti Alto,2010,0.8,10.05,164353,Petrol,Dealer,Manual,0
Volkswagen Polo,2014,2.0,17.14,69685,Petrol,Individual,Automatic,1
Skoda Superb,2019,11.07,27.64,85901,Diesel,Individual,Manual,0
Chevrolet Cruze,2011,0.33,7.48,105658,CNG,Individual,Manual,1
Maruti Wagon R,2018,3.84,11.82,103767,CNG,Individual,Manual,0
Hyundai Creta,2019,1.57,4.01,86475,Petrol,Dealer,Manual,0
Maruti Dzire,2014,1.46,10.63,119211,Petrol,Individual,Manual,0
Maruti Swift,2013,0.81,8.72,178726,Petrol,Individual,Manual,0
Tata Nexon,2009,0.15,3.35,248177,Diesel,Individual,Automatic,1
Maruti Vitara Brezza,2012,1.51,10.35,119832,Diesel,Individual,Manual,0
Hyundai Grand i10,2012,0.98,8.67,132918,Petrol,Dealer,Manual,0
Hyundai Verna,2023,12.3,14.51,18188,Petrol,Individual,Manual,1
Ford Freestyle,2019,6.91,16.24,72673,Petrol,Dealer,Manual,0
Maruti Swift,2023,3.02,3.87,18146,Petrol,Individual,Manual,0
Toyota Corolla,2018,7.74,33.52,93887,CNG,Individual,Automatic,1
BMW X3,2018,14.71,43.35,98007,Diesel,Individual,Automatic,1
Mahindra Marazzo,2015,2.07,15.33,151419,Diesel,Individual,Manual,1
Audi A3,2022,26.25,29.85,38487,Diesel,Dealer,Automatic,0
Maruti Ertiga,2017,0.64,5.75,96302,Petrol,Individual,Manual,3
Tata Hexa,2009,0.4,9.61,146219,Petrol,Dealer,Manual,1
Toyota Corolla,2023,9.8,14.22,3425,Diesel,Dealer,Automatic,0
Tata Safari,2007,0.49,16.42,228036,CNG,Individual,Manual,0
Mahindra Thar,2012,0.9,11.2,185381,CNG,Individual,Manual,0
Renault Captur,2019,4.09,9.31,89140,Diesel,Individual,Manual,0
Honda City,2021,4.58,8.23,54518,Petrol,Dealer,Manual,1
Maruti Celerio,2023,8.6,11.47,6753,Petrol,Dealer,Manual,1
Toyota Innova Crysta,2019,4.58,14.03,74031,CNG,Individual,Manual,0
Maruti Swift,2024,8.13,9.67,500,Petrol,Individual,Automatic,1
Honda CR-V,2019,4.38,11.75,78068,Petrol,Individual,Manual,0
Renault Triber,2021,2.32,4.46,25580,CNG,Individual,Manual,1
Hyundai Creta,2022,13.6,16.53,36260,Petrol,Dealer,Automatic,0
Mahindra Bolero,2023,5.62,6.81,9884,Petrol,Individual,Automatic,1
Renault Captur,2014,1.12,9.36,109121,Petrol,Individual,Manual,0
Tata Bolt,2021,2.08,3.41,45525,Diesel,Dealer,Manual,1
Toyota Yaris,2010,4.88,30.9,148074,Diesel,Dealer,Manual,0
Hyundai Grand i10,2019,5.89,12.08,40542,CNG,Individual,Automatic,0
Hyundai Grand i10,2017,4.38,13.11,83552,Diesel,Individual,Manual,0
Maruti Wagon R,2020,3.29,7.99,38811,Petrol,Individual,Manual,0
Ford Freestyle,2018,6.14,23.53,94422,Petrol,Dealer,Automatic,1
Maruti Swift,2017,1.81,6.88,102248,Petrol,Individual,Manual,0
Maruti Wagon R,2024,5.54,5.62,500,Diesel,Individual,Automatic,3
Mercedes-Benz GLE,2010,2.14,65.29,219017,Petrol,Dealer,Automatic,3
Ford EcoSport,2022,9.31,10.7,11743,Petrol,Dealer,Automatic,0
Mercedes-Benz GLA,2022,44.5,74.74,23806,Diesel,Individual,Automatic,3
Maruti Baleno,2017,1.22,4.8,82744,Diesel,Individual,Automatic,1
Ford Endeavour,2021,16.35,23.77,45075,Diesel,Dealer,Automatic,0
Honda Amaze,2023,9.36,10.01,17720,Diesel,Dealer,Automatic,0
Toyota Camry,2014,1.72,13.26,111747,Petrol,Dealer,Manual,1
Ford Endeavour,2009,0.95,13.8,186675,Petrol,Dealer,Automatic,0
Tata Harrier,2013,1.18,8.33,131318,Petrol,Dealer,Manual,0
Maruti Alto,2023,5.92,7.22,20134,Petrol,Dealer,Manual,0
Mahindra Thar,2021,13.68,19.5,48697,Diesel,Individual,Automatic,0
Maruti Ertiga,2019,3.17,9.01,84511,Petrol,Individual,Manual,0
Mahindra XUV500,2018,3.49,10.53,112203,Diesel,Dealer,Manual,1
Honda CR-V,2022,12.68,17.21,29305,Diesel,Dealer,Manual,1
Hyundai i20,2020,5.92,12.51,65985,Petrol,Dealer,Manual,0
Honda Civic,2024,21.74,17.87,500,Diesel,Dealer,Manual,0
Toyota Innova Crysta,2008,1.18,26.48,145817,Petrol,Individual,Automatic,1
Tata Tigor,2016,3.31,8.25,96697,Diesel,Dealer,Automatic,0
Skoda Octavia,2023,15.58,15.17,12172,Diesel,Dealer,Automatic,0
Hyundai Santro,2007,0.31,10.13,235871,Diesel,Individual,Automatic,3
Maruti Celerio,2021,4.95,8.82,21714,Petrol,Individual,Manual,0
Honda Brio,2021,9.79,15.12,29843,Petrol,Dealer,Manual,0
Mahindra XUV500,2019,4.46,10.08,80442,Diesel,Dealer,Automatic,1
Mahindra Scorpio,2023,19.09,21.21,16511,Diesel,Dealer,Manual,0
Chevrolet Cruze,2008,0.39,11.22,189649,CNG,Dealer,Manual,1
Maruti Dzire,2012,1.12,11.99,120699,Petrol,Individual,Manual,0
Hyundai Tucson,2024,15.61,13.8,2554,Petrol,Individual,Manual,0
Maruti Alto,2021,3.17,5.6,46820,Petrol,Dealer,Manual,1
Maruti Ertiga,2022,3.29,5.11,11588,Petrol,Dealer,Manual,0
Toyota Innova Crysta,2005,0.48,19.79,281372,Petrol,Individual,Manual,3
BMW 5 Series,2017,8.55,33.28,137731,Diesel,Individual,Automatic,1
Honda CR-V,2020,2.99,5.8,58854,Petrol,Dealer,Manual,0
Honda WR-V,2021,4.01,7.16,58340,Diesel,Individual,Manual,1
Renault Captur,2016,1.63,8.26,118195,Petrol,Individual,Automatic,0
Volkswagen Ameo,2016,1.7,11.51,100286,Petrol,Individual,Manual,1
Tata Bolt,2023,16.45,19.36,13005,Petrol,Dealer,Manual,0
Hyundai Verna,2021,6.46,12.33,56475,Petrol,Dealer,Automatic,1
Toyota Yaris,2020,13.08,26.58,55750,Petrol,Individual,Manual,0
Tata Harrier,2016,4.09,10.78,79904,Diesel,Dealer,Manual,0
Tata Safari,2022,2.79,4.29,15080,Petrol,Individual,Manual,1
Honda City,2006,0.98,13.27,171176,Diesel,Dealer,Manual,0
Chevrolet Sail,2016,2.1,7.91,95332,Petrol,Dealer,Manual,0
Toyota Fortuner,2016,4.37,15.14,71189,Petrol,Dealer,Automatic,0
Maruti Dzire,2012,0.37,8.35,142099,CNG,Individual,Manual,3
Tata Tigor,2020,5.87,11.05,55851,CNG,Dealer,Manual,0
Honda CR-V,2018,3.49,10.88,90061,Petrol,Dealer,Automatic,0
Chevrolet Cruze,2011,0.82,14.82,183196,Petrol,Dealer,Manual,1
Hyundai i20,2015,1.55,9.55,111380,Petrol,Individual,Manual,0
Maruti Swift,2021,5.42,10.5,26426,Petrol,Individual,Manual,0
Toyota Etios,2018,9.13,25.19,66543,Petrol,Individual,Automatic,0
Toyota Innova Crysta,2024,14.62,15.05,1210,Petrol,Dealer,Automatic,0
Maruti S-Cross,2017,1.18,3.92,88371,Diesel,Dealer,Automatic,1
Hyundai Creta,2021,3.22,6.91,43488,Petrol,Individual,Automatic,0
Renault Captur,2010,0.38,5.08,183077,Petrol,Dealer,Manual,0
Hyundai Verna,2021,6.37,14.27,55886,Diesel,Dealer,Automatic,1
Maruti Wagon R,2008,0.35,8.63,143571,Diesel,Dealer,Automatic,3
Hyundai Grand i10,2022,9.89,14.6,26455,CNG,Dealer,Manual,0
Mahindra KUV100,2018,6.21,18.65,65189,Petrol,Dealer,Manual,0
Tata Tiago,2019,11.33,21.77,83945,Diesel,Dealer,Automatic,0
Hyundai i20,2021,7.73,10.42,37976,Diesel,Dealer,Manual,0
Maruti Wagon R,2022,4.09,6.18,32920,Petrol,Individual,Automatic,1
Audi A3,2021,30.86,56.55,47220,Diesel,Individual,Automatic,0
Maruti Baleno,2020,2.26,4.2,45294,Petrol,Dealer,Automatic,0
Toyota Corolla,2023,4.98,6.77,21075,Petrol,Individual,Manual,1
Tata Tiago,2015,2.8,15.79,116884,Petrol,Individual,Manual,0
Maruti Swift,2020,2.96,7.72,49849,Petrol,Dealer,Automatic,3
Hyundai Creta,2022,9.11,9.78,21405,Diesel,Dealer,Automatic,0
Honda Civic,2016,2.13,8.47,144477,Diesel,Individual,Manual,0
Hyundai Tucson,2014,2.55,10.11,174346,Diesel,Dealer,Manual,0
Tata Safari,2018,4.88,13.09,50539,Petrol,Dealer,Manual,0
Tata Nano,2022,15.55,20.83,20324,Petrol,Individual,Automatic,0
Maruti Ertiga,2019,1.93,5.17,56218,Petrol,Individual,Manual,0
Hyundai Elite i20,2018,5.77,12.17,47930,Diesel,Individual,Manual,0
Skoda Superb,2015,3.23,23.45,156306,Petrol,Individual,Manual,0
Mahindra Marazzo,2013,0.9,5.98,176713,Petrol,Dealer,Automatic,0
Hyundai i20,2018,2.24,5.35,93864,Diesel,Dealer,Manual,0
Maruti Baleno,2022,8.01,11.56,17436,Diesel,Individual,Manual,0
Tata Nano,2022,8.37,12.95,30183,CNG,Individual,Automatic,0
Ford Figo,2019,4.46,12.21,43674,Diesel,Individual,Manual,1
Chevrolet Enjoy,2019,4.67,13.61,80100,CNG,Individual,Manual,1
Mahindra Bolero,2012,0.74,10.38,178164,CNG,Dealer,Manual,1
Tata Bolt,2019,3.39,6.66,79116,Diesel,Individual,Manual,0
Skoda Kodiaq,2016,3.32,14.47,123143,CNG,Dealer,Manual,0
Hyundai Xcent,2011,0.86,8.45,187397,Petrol,Dealer,Automatic,0
Hyundai i10,2020,2.6,8.54,62025,CNG,Individual,Manual,3
Toyota Fortuner,2024,5.76,5.98,8734,Diesel,Individual,Automatic,0
Mahindra Thar,2020,8.11,16.17,61296,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2012,0.89,9.22,173872,Petrol,Individual,Automatic,0
Maruti Baleno,2010,0.33,5.89,163480,CNG,Dealer,Automatic,1
Skoda Kodiaq,2013,1.0,8.52,126267,Petrol,Individual,Automatic,0
Maruti S-Cross,2011,0.94,9.34,134764,Petrol,Dealer,Automatic,0
Mahindra XUV500,2014,3.59,20.89,103972,Petrol,Dealer,Manual,0
Maruti Alto,2019,1.78,4.73,83906,Petrol,Individual,Manual,0
Audi A3,2021,42.61,56.66,26441,Diesel,Dealer,Automatic,0
Chevrolet Enjoy,2010,0.46,7.39,114187,Petrol,Individual,Manual,0
Hyundai i10,2023,6.51,7.91,10670,Diesel,Individual,Automatic,0
Honda City,2014,4.97,24.65,101594,Diesel,Individual,Automatic,0
Ford Endeavour,2022,20.33,26.0,32080,Diesel,Dealer,Manual,0
Volkswagen Polo,2024,15.31,14.48,9476,Diesel,Dealer,Manual,0
Hyundai Elite i20,2016,2.98,15.22,101629,Petrol,Dealer,Manual,1
Hyundai Xcent,2020,8.59,14.95,53971,Diesel,Individual,Manual,0
Maruti Swift,2009,0.28,9.79,226915,CNG,Dealer,Manual,1
Honda Jazz,2008,1.14,18.56,171401,CNG,Dealer,Manual,0
Nissan Sunny,2011,0.94,8.56,186214,Diesel,Individual,Automatic,0
Honda CR-V,2018,3.29,8.96,93346,Petrol,Dealer,Manual,0
Ford Figo,2011,1.22,25.05,169599,CNG,Individual,Automatic,1
Maruti Celerio,2024,5.6,6.05,500,Petrol,Dealer,Manual,0
Honda City,2021,7.8,15.96,58879,Petrol,Individual,Manual,1
Mahindra Thar,2021,8.44,14.41,38383,Petrol,Dealer,Automatic,0
Hyundai Creta,2021,10.84,17.48,57362,CNG,Dealer,Automatic,0
Maruti Celerio,2009,0.24,4.54,232161,Petrol,Dealer,Manual,0
Hyundai Creta,2009,0.39,9.54,145370,Petrol,Individual,Manual,1
Maruti Baleno,2017,3.19,9.73,91000,Petrol,Dealer,Automatic,0
Maruti Baleno,2004,0.36,10.77,247258,Petrol,Individual,Manual,1
Mahindra Scorpio,2017,6.0,21.66,91076,Petrol,Dealer,Manual,0
Renault Duster,2006,0.15,3.84,280533,Diesel,Dealer,Manual,1
Maruti Baleno,2024,7.1,7.38,9198,CNG,Dealer,Automatic,0
Honda CR-V,2020,10.67,23.18,36201,Petrol,Individual,Automatic,0
Mahindra Thar,2019,3.66,8.2,79485,Petrol,Dealer,Automatic,0
Ford EcoSport,2023,24.52,27.63,4163,Petrol,Individual,Manual,0
Honda WR-V,2021,6.7,12.76,22433,Petrol,Dealer,Manual,0
Maruti Baleno,2024,7.81,7.82,2555,Diesel,Dealer,Manual,0
Maruti Vitara Brezza,2013,0.39,6.23,190687,Petrol,Individual,Manual,1
Maruti Alto,2019,2.24,4.21,40937,Diesel,Dealer,Automatic,0
Tata Safari,2017,0.86,4.2,108744,Petrol,Individual,Manual,1
Hyundai Xcent,2016,1.83,9.01,119509,Petrol,Individual,Manual,0
Nissan Micra,2022,11.37,14.65,25788,Diesel,Individual,Automatic,0
Ford Freestyle,2012,3.65,17.99,139612,Diesel,Dealer,Manual,0
Tata Tigor,2018,1.21,4.08,110785,Petrol,Dealer,Manual,0
Maruti S-Cross,2023,4.92,6.52,17264,Petrol,Individual,Manual,0
BMW 7 Series,2014,12.05,53.77,78182,Diesel,Individual,Automatic,0
Toyota Camry,2010,0.88,16.32,176774,CNG,Individual,Manual,0
Toyota Fortuner,2018,9.35,26.59,104562,Petrol,Dealer,Manual,0
Hyundai Venue,2024,6.28,6.13,500,CNG,Dealer,Automatic,1
Mahindra Marazzo,2023,15.8,16.29,20933,Diesel,Dealer,Automatic,0
Chevrolet Sail,2016,0.64,3.7,112459,Petrol,Dealer,Manual,1
Maruti Vitara Brezza,2021,3.79,6.41,38361,Petrol,Individual,Manual,0
BMW X3,2010,8.98,58.31,152797,Diesel,Dealer,Automatic,0
Hyundai Verna,2014,1.4,13.62,108211,Diesel,Dealer,Automatic,3
Chevrolet Cruze,2023,3.63,4.13,9542,Diesel,Individual,Automatic,0
Volkswagen Vento,2023,6.47,8.33,14965,Petrol,Individual,Manual,0
Toyota Etios Cross,2021,2.47,7.42,41093,Petrol,Individual,Manual,3
Mahindra XUV500,2023,10.69,11.98,12197,Diesel,Individual,Automatic,0
Maruti Baleno,2010,0.68,8.66,160003,Petrol,Dealer,Manual,0
Hyundai Grand i10,2019,2.31,7.1,74311,Petrol,Individual,Manual,1
Tata Nano,2005,0.67,18.16,201593,Petrol,Dealer,Automatic,0
Maruti Vitara Brezza,2018,1.41,5.82,97475,Petrol,Individual,Automatic,1
Renault Triber,2006,0.73,11.08,245863,Diesel,Dealer,Manual,0
Honda WR-V,2010,0.31,5.48,256557,Petrol,Dealer,Manual,0
Hyundai i20,2023,3.92,4.56,20762,CNG,Dealer,Manual,1
Renault Captur,2015,1.32,9.49,102462,Petrol,Individual,Manual,0
Maruti Ciaz,2023,7.92,8.94,14440,Petrol,Dealer,Manual,1
Hyundai Venue,2019,4.77,9.23,75915,Diesel,Individual,Manual,0
Maruti Ertiga,2015,1.44,10.77,81909,Petrol,Individual,Automatic,1
Tata Tigor,2006,0.33,7.95,195221,Petrol,Dealer,Manual,1
Mahindra Thar,2006,1.07,21.63,221021,CNG,Dealer,Automatic,0
Mahindra KUV100,2015,4.57,17.83,82242,Diesel,Dealer,Automatic,1
Maruti Ciaz,2015,1.21,6.05,145408,Petrol,Dealer,Manual,0
Mahindra XUV300,2013,0.91,6.97,183967,Petrol,Dealer,Manual,0
Honda City,2022,10.46,15.46,33827,CNG,Dealer,Manual,1
Tata Nano,2015,3.23,14.48,82162,Diesel,Dealer,Manual,1
Ford Freestyle,2017,4.38,17.86,80172,Petrol,Dealer,Manual,1
Volkswagen Polo,2018,7.72,16.87,102553,Diesel,Dealer,Automatic,0
Toyota Etios,2022,18.41,26.03,33773,Petrol,Individual,Automatic,0
Mercedes-Benz GLE,2016,17.17,74.15,135239,Petrol,Individual,Automatic,0
Renault Captur,2014,1.16,10.29,113858,Petrol,Individual,Manual,0
Volkswagen Ameo,2024,19.26,18.48,500,Petrol,Dealer,Manual,1
Toyota Innova Crysta,2021,9.38,23.35,44233,Petrol,Individual,Automatic,3
Hyundai i20,2020,7.53,12.91,38822,Diesel,Individual,Manual,0
Skoda Kodiaq,2006,0.39,12.4,243759,CNG,Dealer,Manual,0
Ford Endeavour,2017,4.73,18.32,69990,Petrol,Individual,Automatic,0
Mahindra KUV100,2023,10.39,12.52,9803,Petrol,Dealer,Manual,0
Hyundai Verna,2021,9.56,16.28,25725,Petrol,Dealer,Automatic,1
Chevrolet Sail,2007,0.26,7.46,252554,Petrol,Individual,Automatic,0
Toyota Innova Crysta,2019,2.51,5.69,39601,Diesel,Dealer,Automatic,1
Renault Triber,2017,2.73,7.09,121412,Diesel,Dealer,Manual,0
Maruti Baleno,2022,4.53,6.52,24728,Diesel,Individual,Manual,0
Maruti Celerio,2019,0.91,3.61,61212,CNG,Dealer,Automatic,3
Maruti Wagon R,2022,6.71,9.74,34818,Petrol,Dealer,Manual,3
Hyundai i10,2017,2.75,13.66,50669,Petrol,Individual,Manual,1
Honda WR-V,2015,3.53,14.97,87482,Petrol,Dealer,Manual,0
Hyundai i10,2013,1.53,11.22,134686,Petrol,Dealer,Manual,0
Maruti Celerio,2019,5.04,10.21,40676,Diesel,Individual,Manual,0
Tata Nexon,2012,3.56,16.19,119569,Diesel,Dealer,Automatic,0
Maruti S-Cross,2018,2.97,8.9,85709,Diesel,Dealer,Manual,1
Audi Q5,2011,4.25,59.04,220131,Diesel,Dealer,Manual,1
Mahindra XUV500,2021,3.85,6.54,37268,Diesel,Individual,Manual,1
Hyundai Venue,2017,1.54,4.83,130833,Diesel,Dealer,Manual,0
Ford Endeavour,2024,25.11,22.12,500,Petrol,Individual,Manual,0
Hyundai Xcent,2023,3.65,4.34,10683,Diesel,Individual,Manual,1
Honda Amaze,2012,0.72,11.9,124317,Petrol,Individual,Manual,1
Volkswagen Ameo,2018,2.11,7.59,75266,Petrol,Dealer,Manual,1
Audi A3,2023,43.91,50.59,23438,Petrol,Individual,Manual,0
Ford EcoSport,2018,3.1,8.71,60696,CNG,Individual,Manual,0
Hyundai i10,2010,0.4,7.69,117950,Petrol,Dealer,Manual,1
Maruti Celerio,2013,1.35,6.44,162701,Diesel,Dealer,Manual,0
Maruti Wagon R,2024,5.49,5.81,500,CNG,Individual,Automatic,1
Volkswagen Polo,2011,1.69,12.47,166878,Diesel,Dealer,Manual,0
Hyundai Santro,2023,3.97,4.42,21237,Diesel,Individual,Automatic,0
Hyundai Verna,2015,0.75,8.37,78681,Diesel,Individual,Manual,3
Honda Civic,2005,0.73,23.27,243276,Diesel,Individual,Manual,0
Maruti Celerio,2022,6.25,7.56,16517,Diesel,Dealer,Manual,0
