Brand,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Car_Age,Selling_Price
Maruti,7.35,131127,Diesel,Individual,Manual,1,13,0.87
Chevrolet,6.75,88193,CNG,Individual,Manual,0,8,1.87
Volkswagen,16.49,500,Petrol,Individual,Manual,1,2,19.73
Toyota,15.23,89753,Petrol,Individual,Automatic,0,12,2.61
Toyota,15.76,9712,Petrol,Individual,Manual,0,3,11.01
Tata,18.93,42810,Diesel,Dealer,Manual,0,8,10.14
Maruti,4.38,63112,Diesel,Dealer,Manual,0,6,2.14
Maruti,9.76,135495,Diesel,Individual,Manual,0,11,2.08
Tata,9.75,30822,Diesel,Dealer,Manual,1,4,6.95
Maruti,4.53,39132,Diesel,Individual,Manual,0,5,3.1
Maruti,5.29,890,Diesel,Individual,Manual,1,2,5.76
Hyundai,13.32,154849,CNG,Individual,Manual,1,14,0.7
Mahindra,5.89,12507,CNG,Dealer,Automatic,0,3,5.19
Honda,8.83,213614,Diesel,Dealer,Manual,0,17,0.91
Tata,15.11,48695,Diesel,Dealer,Automatic,0,6,9.75
Maruti,3.72,32018,Petrol,Dealer,Automatic,0,4,2.65
Hyundai,9.77,27578,Diesel,Dealer,Automatic,0,4,7.93
Hyundai,16.75,240757,Diesel,Dealer,Manual,0,16,1.66
Maruti,3.52,120819,Diesel,Dealer,Manual,0,14,0.66
Honda,14.63,110451,Petrol,Individual,Manual,0,9,3.6
Chevrolet,13.61,35379,Diesel,Individual,Manual,0,4,10.75
Hyundai,9.66,23403,Diesel,Individual,Manual,0,4,6.88
Maruti,8.01,6124,Diesel,Individual,Manual,0,2,8.5
Tata,11.12,184755,Petrol,Dealer,Manual,1,18,0.35
Mahindra,14.51,211993,Petrol,Dealer,Manual,1,19,0.48
Toyota,32.82,248211,Petrol,Individual,Manual,0,16,1.54
Maruti,11.7,248175,Diesel,Dealer,Automatic,0,16,1.41
Toyota,10.69,175335,Petrol,Dealer,Manual,1,19,0.37
Tata,4.98,17835,Petrol,Individual,Automatic,1,3,4.1
Ford,22.93,203896,Petrol,Individual,Manual,3,22,0.91
Audi,44.04,186017,Petrol,Individual,Manual,0,19,1.59
Chevrolet,12.32,14790,Diesel,Dealer,Manual,0,3,11.35
Tata,3.25,500,CNG,Individual,Manual,1,2,3.2
Mahindra,13.64,167550,Petrol,Dealer,Manual,0,12,2.06
Maruti,11.97,73938,Petrol,Dealer,Manual,0,8,3.99
Maruti,9.32,35375,Petrol,Individual,Manual,3,7,2.0
Toyota,18.43,172916,Petrol,Individual,Automatic,1,14,1.03
Hyundai,12.9,248923,Diesel,Dealer,Manual,1,18,0.58
Maruti,7.97,214593,Petrol,Individual,Manual,1,21,0.3
Tata,15.26,201970,CNG,Dealer,Manual,0,16,1.05
Maruti,11.67,184273,Diesel,Individual,Automatic,3,20,0.43
Maruti,10.59,58005,Diesel,Dealer,Manual,0,8,4.46
Tata,12.92,275421,Diesel,Individual,Automatic,0,21,0.58
Ford,4.72,36063,Diesel,Dealer,Manual,0,8,2.09
Honda,5.07,500,Diesel,Individual,Manual,0,2,5.21
Honda,20.95,10670,Petrol,Dealer,Manual,0,3,17.07
Maruti,11.25,120115,Petrol,Individual,Manual,1,12,1.01
Toyota,9.29,229598,Diesel,Dealer,Manual,0,22,0.48
Toyota,30.0,192844,Petrol,Dealer,Manual,0,19,1.33
Hyundai,15.63,31641,Diesel,Dealer,Manual,0,5,10.58
Maruti,8.43,133983,Diesel,Individual,Manual,1,10,1.36
Hyundai,14.08,29424,Petrol,Individual,Manual,0,4,9.66
Chevrolet,14.49,23400,Petrol,Individual,Manual,1,5,6.81
Maruti,5.52,37894,Diesel,Individual,Manual,0,4,4.66
Mahindra,20.53,135402,Petrol,Dealer,Automatic,0,12,4.1
Maruti,8.13,238928,CNG,Individual,Automatic,0,17,0.3
Maruti,9.74,199040,CNG,Dealer,Manual,0,16,0.71
Tata,8.55,5046,Petrol,Dealer,Manual,0,3,7.35
Maruti,5.52,68055,Petrol,Dealer,Manual,0,9,1.8
Maruti,10.0,91778,Diesel,Individual,Automatic,1,9,2.62
Hyundai,5.87,108179,Petrol,Individual,Manual,3,13,0.26
Ford,18.34,43579,Petrol,Individual,Manual,0,6,8.49
Maruti,4.61,21318,CNG,Dealer,Manual,0,3,4.2
Hyundai,8.48,79859,Petrol,Individual,Manual,0,7,2.86
Ford,13.85,20688,Diesel,Dealer,Manual,0,3,11.32
Maruti,11.88,103032,Diesel,Dealer,Automatic,0,14,2.4
Toyota,33.82,94080,Petrol,Dealer,Automatic,1,8,10.7
Volkswagen,15.29,44682,Diesel,Individual,Manual,1,7,5.97
Hyundai,8.53,203475,Diesel,Individual,Manual,3,15,0.26
Renault,8.97,144659,Petrol,Dealer,Manual,1,13,0.79
Renault,10.66,82197,Diesel,Dealer,Automatic,0,8,5.15
Toyota,16.9,76626,Petrol,Dealer,Manual,1,9,3.82
Tata,10.97,46857,CNG,Dealer,Manual,0,8,4.26
Maruti,8.06,126328,Petrol,Dealer,Automatic,1,10,1.48
Tata,10.17,15331,Diesel,Dealer,Manual,0,3,9.65
Mahindra,6.62,159733,Diesel,Dealer,Manual,0,18,0.67
Hyundai,6.04,116667,Diesel,Dealer,Manual,0,13,1.34
Toyota,23.4,500,Diesel,Individual,Manual,1,2,27.39
Maruti,10.82,51134,Petrol,Individual,Manual,0,5,6.17
Hyundai,8.09,104904,Petrol,Dealer,Manual,3,11,0.67
Hyundai,4.68,58514,Petrol,Dealer,Manual,0,7,1.92
Hyundai,8.13,60677,CNG,Individual,Automatic,0,7,3.55
Tata,8.55,13544,Petrol,Dealer,Manual,1,4,6.04
Hyundai,5.43,216887,Diesel,Dealer,Automatic,0,22,0.34
Tata,13.83,121005,Diesel,Individual,Manual,3,17,0.66
Ford,26.64,11536,Petrol,Dealer,Manual,3,4,14.95
BMW,40.54,112361,Diesel,Individual,Automatic,0,11,10.36
Volkswagen,14.99,327453,Petrol,Individual,Manual,1,23,0.38
Toyota,23.03,162268,Diesel,Individual,Automatic,0,11,4.99
Hyundai,16.56,40710,Petrol,Individual,Manual,0,5,10.13
Hyundai,7.27,283017,Petrol,Individual,Automatic,1,18,0.21
Honda,17.52,25173,Petrol,Dealer,Manual,0,4,12.95
Maruti,5.87,173384,CNG,Individual,Manual,0,16,0.39
Maruti,7.91,149743,Petrol,Dealer,Manual,0,16,0.69
Honda,17.83,8756,Petrol,Dealer,Automatic,3,4,10.89
Mahindra,14.17,34022,Petrol,Individual,Manual,1,5,6.51
Toyota,15.99,12050,Diesel,Individual,Automatic,1,3,14.38
Renault,7.79,128989,Petrol,Dealer,Manual,1,10,1.55
Maruti,6.53,144964,CNG,Individual,Automatic,3,11,0.43
Mercedes-Benz,54.46,189493,Diesel,Individual,Automatic,0,13,9.75
Toyota,17.46,29308,Diesel,Dealer,Manual,0,4,11.74
Maruti,6.68,28650,Petrol,Dealer,Automatic,0,4,5.01
Volkswagen,5.76,16682,Diesel,Individual,Manual,1,3,4.99
Hyundai,9.77,82820,Petrol,Dealer,Manual,0,9,3.21
Ford,5.5,143880,Diesel,Individual,Manual,1,19,0.24
Ford,23.79,142224,Petrol,Dealer,Automatic,1,15,1.75
Ford,25.74,165751,Petrol,Dealer,Manual,0,14,2.77
Volkswagen,11.23,500,CNG,Dealer,Manual,0,2,12.9
Mahindra,20.12,283536,Petrol,Individual,Automatic,1,21,0.56
Hyundai,17.46,86605,Diesel,Individual,Manual,0,8,6.01
Toyota,8.36,38031,Diesel,Dealer,Manual,0,7,4.3
Maruti,11.39,52005,Diesel,Individual,Manual,1,5,7.08
Maruti,11.77,91133,CNG,Individual,Manual,1,9,2.14
Tata,8.91,205843,Petrol,Individual,Manual,1,17,0.3
Ford,17.79,220580,Petrol,Individual,Manual,1,22,0.63
Nissan,10.09,191403,Petrol,Individual,Manual,0,14,0.75
Mahindra,17.2,187636,Petrol,Individual,Manual,1,13,1.2
Hyundai,8.91,53823,Petrol,Individual,Manual,0,6,4.22
Maruti,4.87,2805,Petrol,Individual,Manual,0,4,3.31
Mercedes-Benz,41.0,14396,Diesel,Dealer,Automatic,0,4,29.85
Maruti,10.72,87016,Diesel,Individual,Manual,0,7,4.4
Tata,8.8,44391,Petrol,Dealer,Manual,0,5,5.5
Toyota,14.34,151158,Petrol,Dealer,Manual,0,18,0.65
Mahindra,18.7,144720,Petrol,Dealer,Automatic,0,11,4.02
Honda,24.87,68884,Diesel,Individual,Automatic,1,7,11.26
Honda,16.4,187936,Petrol,Individual,Manual,3,14,0.68
Honda,16.43,77769,Petrol,Individual,Automatic,0,10,4.42
BMW,52.69,41662,Diesel,Dealer,Automatic,1,7,27.79
Audi,56.22,216449,Petrol,Individual,Automatic,1,14,2.78
Honda,9.74,171452,CNG,Dealer,Manual,1,16,0.45
Maruti,6.98,60754,Diesel,Individual,Automatic,0,8,2.45
Mahindra,17.57,207414,CNG,Dealer,Manual,0,20,0.6
Audi,40.06,48906,Petrol,Dealer,Automatic,0,6,19.95
Nissan,4.62,165660,CNG,Dealer,Manual,0,12,0.79
Ford,8.81,31425,Diesel,Individual,Manual,1,4,6.45
Maruti,10.65,86767,Petrol,Individual,Manual,0,7,4.45
Audi,36.45,122298,Diesel,Dealer,Automatic,0,14,8.02
Ford,16.91,203643,Petrol,Individual,Manual,0,18,0.6
Hyundai,7.52,51630,Diesel,Individual,Manual,3,5,3.48
Ford,5.29,500,Petrol,Dealer,Manual,0,2,5.55
Hyundai,16.01,67916,Petrol,Individual,Manual,0,6,8.68
Volkswagen,8.94,32136,Petrol,Dealer,Manual,3,6,3.3
Mahindra,14.57,61731,Petrol,Dealer,Manual,0,10,3.97
Hyundai,4.51,54667,Diesel,Dealer,Automatic,0,7,2.47
Toyota,8.88,106447,CNG,Individual,Automatic,0,8,2.8
Maruti,10.57,179291,Petrol,Individual,Manual,0,18,0.37
Hyundai,14.28,72143,Petrol,Dealer,Automatic,0,10,4.53
Toyota,11.19,297431,Petrol,Individual,Manual,0,19,0.29
Volkswagen,11.09,89074,Diesel,Dealer,Manual,0,10,3.53
Hyundai,5.14,206884,Petrol,Individual,Manual,0,21,0.18
Hyundai,12.04,176903,CNG,Individual,Manual,0,18,0.49
Toyota,16.1,500,CNG,Individual,Manual,1,2,16.07
Tata,19.66,247654,Diesel,Dealer,Automatic,0,17,1.52
Hyundai,15.0,151792,Petrol,Dealer,Manual,0,13,2.05
Maruti,4.98,35060,Petrol,Individual,Automatic,3,5,1.86
Skoda,19.59,41669,Diesel,Individual,Automatic,0,5,14.7
Tata,10.0,26673,Diesel,Dealer,Manual,3,5,5.25
Honda,17.65,163923,CNG,Dealer,Automatic,1,19,0.76
Hyundai,4.32,16791,Petrol,Dealer,Automatic,1,5,2.56
Maruti,3.99,29647,Diesel,Individual,Manual,3,4,2.79
Tata,19.84,13993,Petrol,Dealer,Manual,0,3,15.73
Hyundai,4.47,50739,Petrol,Dealer,Automatic,0,7,2.25
Volkswagen,8.74,122192,Diesel,Dealer,Manual,1,12,1.45
Renault,3.62,18417,Diesel,Dealer,Manual,1,3,3.01
Hyundai,9.26,63424,Petrol,Dealer,Automatic,0,7,4.17
Maruti,10.91,500,CNG,Individual,Manual,3,2,10.16
Hyundai,12.36,207323,Petrol,Individual,Manual,0,18,0.46
Ford,11.84,126237,Petrol,Dealer,Manual,0,14,1.32
Renault,11.79,70362,Petrol,Dealer,Manual,0,8,4.43
Tata,10.83,84990,Petrol,Individual,Automatic,0,10,2.55
Renault,8.4,21780,Petrol,Dealer,Manual,3,3,6.13
Honda,8.26,55166,Diesel,Individual,Automatic,0,7,4.01
Nissan,10.39,42935,Diesel,Dealer,Manual,0,5,7.51
Maruti,5.29,37823,Diesel,Dealer,Manual,0,4,4.17
Maruti,4.48,47344,Petrol,Dealer,Automatic,1,6,2.25
Hyundai,5.09,46935,Diesel,Dealer,Automatic,0,7,3.49
Hyundai,14.56,90804,Petrol,Individual,Manual,0,9,4.05
Hyundai,8.71,106477,CNG,Individual,Manual,1,9,1.61
Mahindra,17.21,170907,CNG,Dealer,Manual,1,18,0.64
Ford,6.21,500,Petrol,Individual,Manual,0,2,5.96
Hyundai,6.8,57235,Petrol,Individual,Automatic,3,6,2.17
Tata,9.59,130564,Petrol,Dealer,Automatic,0,11,2.04
Hyundai,12.17,500,Diesel,Individual,Automatic,0,2,10.27
Tata,12.83,40245,Petrol,Individual,Automatic,1,5,6.2
Tata,9.31,75266,CNG,Individual,Automatic,3,11,0.66
Toyota,18.3,83627,Petrol,Dealer,Manual,0,7,7.08
Hyundai,8.82,164188,Diesel,Dealer,Manual,3,12,0.57
Ford,20.22,103962,Petrol,Dealer,Manual,1,10,3.66
Tata,10.6,23000,Petrol,Individual,Manual,0,3,8.59
Tata,14.67,36636,Diesel,Dealer,Automatic,0,7,7.96
Hyundai,6.88,141547,Petrol,Dealer,Manual,1,13,0.7
Maruti,5.83,9593,Petrol,Dealer,Manual,1,3,4.64
Maruti,5.13,176978,Petrol,Individual,Automatic,0,13,0.56
Honda,12.43,114819,Diesel,Individual,Manual,0,9,3.86
Maruti,6.8,148220,Diesel,Dealer,Automatic,0,12,1.58
Mahindra,18.74,19647,Petrol,Individual,Manual,0,4,13.12
Honda,12.19,33004,Petrol,Dealer,Manual,3,4,6.33
Mahindra,16.99,8695,Diesel,Individual,Manual,0,3,14.99
Maruti,6.31,112453,Diesel,Dealer,Manual,0,10,2.38
Chevrolet,3.6,230337,Petrol,Dealer,Manual,0,17,0.19
Renault,3.13,147226,Diesel,Individual,Manual,1,10,0.59
Maruti,11.84,142890,Diesel,Individual,Manual,1,11,1.83
Maruti,3.8,264187,Diesel,Dealer,Manual,0,18,0.28
Volkswagen,12.5,47620,Petrol,Dealer,Manual,1,6,6.18
Mahindra,9.08,93670,Diesel,Dealer,Manual,3,11,1.1
BMW,53.84,71527,Diesel,Dealer,Automatic,1,10,15.87
Hyundai,11.29,21117,Diesel,Individual,Automatic,1,3,8.99
Skoda,22.02,118848,Petrol,Individual,Manual,1,10,3.1
Chevrolet,14.5,4260,Petrol,Dealer,Automatic,0,2,15.53
Hyundai,7.31,87559,Diesel,Dealer,Manual,1,7,2.97
Hyundai,12.82,103258,Petrol,Dealer,Manual,0,11,2.66
Honda,19.68,189140,Petrol,Dealer,Manual,0,14,1.86
Ford,16.75,107511,Diesel,Dealer,Automatic,0,12,4.68
Mahindra,16.23,226692,CNG,Dealer,Automatic,0,15,1.53
Hyundai,8.3,181809,Petrol,Individual,Manual,0,14,0.64
Hyundai,10.86,30952,Petrol,Dealer,Manual,0,4,8.19
Tata,8.24,106892,Petrol,Dealer,Automatic,1,12,1.09
Renault,4.63,162009,Petrol,Individual,Manual,1,12,0.43
Nissan,9.3,17997,CNG,Individual,Manual,0,4,6.21
Ford,27.34,72340,Diesel,Dealer,Manual,0,7,10.83
Toyota,18.0,221812,CNG,Individual,Manual,1,20,0.53
Ford,26.31,134807,Petrol,Individual,Manual,0,10,4.56
Hyundai,10.75,152389,Diesel,Dealer,Automatic,1,19,0.68
Volkswagen,16.41,12426,Diesel,Individual,Automatic,0,3,13.2
Toyota,23.96,133299,Petrol,Individual,Manual,0,12,3.3
Maruti,8.41,166002,Diesel,Individual,Manual,1,14,0.67
Toyota,19.15,98276,Diesel,Individual,Manual,0,10,5.04
Toyota,8.19,97285,CNG,Dealer,Manual,0,14,1.1
Maruti,10.95,108487,Petrol,Individual,Manual,0,12,1.47
Toyota,25.41,211575,Petrol,Dealer,Manual,0,17,1.76
Mahindra,9.74,11574,Petrol,Individual,Manual,0,3,9.4
Hyundai,11.14,34408,CNG,Dealer,Manual,3,4,6.91
Mahindra,6.8,19540,CNG,Dealer,Manual,1,3,5.22
Maruti,10.03,46789,Petrol,Dealer,Manual,0,7,4.01
Mahindra,17.42,83007,Diesel,Dealer,Manual,3,7,5.23
Honda,11.67,16120,Petrol,Dealer,Manual,0,4,9.26
Mercedes-Benz,75.51,233233,Petrol,Individual,Automatic,1,20,2.25
Hyundai,13.0,17770,Petrol,Dealer,Manual,0,3,10.17
Tata,20.06,13125,Petrol,Individual,Manual,0,3,16.0
Nissan,9.92,38843,Petrol,Dealer,Manual,0,6,5.22
Skoda,17.77,258661,Petrol,Dealer,Automatic,0,18,0.89
Honda,22.1,178721,CNG,Individual,Automatic,1,18,0.83
Toyota,25.57,166859,Petrol,Dealer,Automatic,0,17,1.85
Toyota,15.04,82181,Petrol,Dealer,Manual,0,9,4.37
Maruti,5.56,212079,Petrol,Dealer,Manual,0,14,0.55
BMW,27.94,70899,Petrol,Dealer,Automatic,1,9,7.59
Maruti,5.64,105207,Diesel,Dealer,Manual,1,13,0.96
Honda,20.73,179978,Petrol,Individual,Manual,0,17,1.12
Ford,25.63,41450,Petrol,Individual,Manual,3,6,6.21
Mahindra,17.5,109759,CNG,Dealer,Manual,1,11,2.43
Hyundai,17.58,140251,Diesel,Dealer,Automatic,1,10,4.46
Renault,8.71,7699,Petrol,Individual,Manual,0,3,7.64
Hyundai,8.22,42932,Petrol,Dealer,Automatic,0,5,5.18
Chevrolet,8.39,155604,Petrol,Dealer,Manual,1,11,1.09
Honda,20.6,199417,CNG,Individual,Manual,3,15,0.67
Tata,20.5,179829,Diesel,Dealer,Automatic,0,14,3.81
Hyundai,7.01,17272,Diesel,Dealer,Automatic,1,3,5.43
Renault,10.99,56833,CNG,Individual,Manual,0,7,4.13
Ford,17.48,160133,Petrol,Individual,Manual,0,12,1.98
Renault,3.15,86080,Petrol,Dealer,Automatic,0,7,1.32
Honda,20.24,26513,CNG,Individual,Manual,0,4,13.52
Toyota,12.88,161407,CNG,Individual,Manual,3,11,0.59
Tata,13.35,157628,Petrol,Dealer,Manual,0,13,1.71
Tata,18.92,9806,Diesel,Dealer,Manual,0,3,17.57
Maruti,5.53,42840,CNG,Individual,Automatic,0,7,2.5
Hyundai,17.14,162223,Petrol,Individual,Manual,0,17,0.72
Nissan,13.27,264329,Petrol,Individual,Manual,0,18,0.38
Hyundai,5.28,57852,Diesel,Individual,Manual,1,7,1.89
Ford,12.34,73215,Diesel,Dealer,Manual,3,7,2.85
Volkswagen,9.67,244385,Diesel,Dealer,Manual,0,18,0.82
Hyundai,17.14,34800,CNG,Individual,Automatic,1,7,5.84
Ford,4.7,176274,CNG,Individual,Manual,1,13,0.31
Toyota,12.68,149365,Petrol,Individual,Manual,0,13,1.19
Mahindra,20.77,125585,Diesel,Dealer,Manual,3,10,2.67
Tata,18.34,93565,Petrol,Dealer,Manual,0,10,4.57
Maruti,11.76,135351,CNG,Individual,Manual,1,12,1.04
Ford,12.39,29149,Diesel,Individual,Manual,0,4,10.14
Tata,12.58,12894,Petrol,Individual,Manual,0,3,9.71
Mahindra,13.85,150552,Petrol,Individual,Manual,1,17,0.58
Tata,21.9,36162,Diesel,Dealer,Manual,0,4,18.18
Mahindra,20.78,47625,Petrol,Individual,Manual,1,6,7.74
Chevrolet,4.52,73245,Diesel,Individual,Manual,0,6,2.24
Chevrolet,14.35,43941,Petrol,Dealer,Automatic,1,5,8.51
Hyundai,13.13,87508,Petrol,Dealer,Automatic,0,9,3.97
Honda,13.58,50074,Diesel,Individual,Automatic,1,5,8.26
Tata,12.48,38061,Petrol,Dealer,Manual,3,6,4.2
Hyundai,9.63,158600,Diesel,Dealer,Manual,1,19,0.45
Audi,56.52,155111,Petrol,Individual,Automatic,3,12,2.67
Maruti,3.9,12572,Diesel,Dealer,Manual,0,3,3.44
Toyota,23.36,43266,Diesel,Individual,Automatic,0,5,16.17
Ford,14.74,109529,Petrol,Dealer,Manual,1,14,1.15
Toyota,8.65,247008,Petrol,Dealer,Manual,1,17,0.24
Hyundai,9.74,123390,Petrol,Dealer,Manual,0,9,2.51
Honda,5.57,500,Petrol,Dealer,Manual,0,2,5.26
Hyundai,14.93,138872,Petrol,Individual,Automatic,0,14,1.78
Volkswagen,6.34,115705,Diesel,Dealer,Automatic,1,16,0.62
Ford,14.09,138057,Petrol,Dealer,Manual,0,13,1.75
Hyundai,6.99,64156,Petrol,Dealer,Manual,1,6,2.6
Toyota,19.64,29066,Petrol,Dealer,Manual,0,5,11.74
Maruti,6.48,14548,CNG,Dealer,Automatic,0,3,5.28
Mahindra,16.49,140172,Petrol,Dealer,Manual,1,13,1.57
BMW,60.1,71737,Diesel,Dealer,Automatic,0,8,27.92
Honda,8.01,63831,Petrol,Dealer,Manual,3,8,1.51
Tata,13.27,58044,Petrol,Individual,Manual,1,7,4.32
Hyundai,7.52,238012,Petrol,Dealer,Manual,1,15,0.37
Maruti,11.92,100639,Petrol,Individual,Manual,0,14,1.18
Maruti,3.99,29855,Petrol,Dealer,Manual,0,5,2.9
Tata,12.91,58619,Petrol,Dealer,Manual,1,8,4.05
Hyundai,12.55,63920,Petrol,Dealer,Automatic,1,7,3.91
Maruti,4.76,98170,Petrol,Dealer,Manual,1,8,1.41
Ford,25.73,13467,Diesel,Individual,Manual,0,3,21.42
Tata,4.67,500,Diesel,Individual,Manual,1,2,4.43
Tata,11.18,128836,Petrol,Dealer,Manual,3,10,1.22
Mahindra,20.65,101907,Petrol,Dealer,Automatic,0,11,4.61
Hyundai,16.55,55459,Diesel,Dealer,Automatic,0,8,8.87
Hyundai,14.35,290767,Petrol,Dealer,Manual,0,20,0.37
Maruti,9.61,137625,Diesel,Dealer,Manual,3,11,0.92
Hyundai,12.62,500,Petrol,Individual,Automatic,0,2,13.19
Maruti,9.05,32116,Petrol,Dealer,Manual,0,5,5.81
Hyundai,12.4,201289,Diesel,Dealer,Manual,0,14,1.88
Maruti,11.05,160344,Petrol,Individual,Manual,3,15,0.4
Mahindra,18.21,163426,Petrol,Dealer,Manual,1,12,1.98
Hyundai,11.1,55025,Diesel,Individual,Manual,0,6,5.85
Maruti,6.64,87572,Diesel,Individual,Automatic,0,10,1.89
Chevrolet,13.11,295718,Petrol,Dealer,Automatic,0,22,0.36
Hyundai,7.33,2440,Petrol,Dealer,Automatic,0,2,7.01
Tata,5.03,64521,CNG,Dealer,Manual,0,8,1.89
Ford,21.91,500,Diesel,Individual,Manual,0,2,21.45
Hyundai,5.32,17088,Petrol,Dealer,Manual,0,3,4.32
Maruti,5.44,124925,Diesel,Dealer,Manual,0,11,1.44
Skoda,8.62,106332,Diesel,Dealer,Manual,0,10,2.8
Skoda,10.51,43699,Petrol,Dealer,Manual,0,6,4.99
Honda,23.11,8436,Petrol,Individual,Automatic,1,3,22.85
Nissan,13.05,317401,Petrol,Dealer,Manual,1,22,0.32
Toyota,18.38,123614,Petrol,Individual,Manual,1,12,1.76
Hyundai,7.69,101181,Diesel,Dealer,Manual,1,10,1.87
Maruti,10.58,500,Petrol,Individual,Manual,0,2,9.35
Hyundai,16.65,269438,Petrol,Dealer,Manual,0,19,0.59
Hyundai,7.71,77931,Diesel,Individual,Manual,0,11,1.75
Hyundai,7.96,51524,Petrol,Individual,Automatic,1,5,4.86
Chevrolet,5.15,124683,Petrol,Individual,Manual,1,13,0.37
Mahindra,15.59,65976,Petrol,Individual,Manual,1,6,6.01
Maruti,5.82,8838,Diesel,Dealer,Automatic,3,4,3.81
Renault,6.84,4224,Petrol,Dealer,Manual,3,2,6.74
Ford,27.4,73962,Diesel,Individual,Manual,1,8,9.07
Toyota,32.2,173458,Petrol,Dealer,Manual,0,17,2.18
Maruti,8.2,103842,Petrol,Dealer,Manual,0,13,1.2
Toyota,13.68,88546,Petrol,Dealer,Automatic,1,10,2.64
Toyota,10.41,176792,Petrol,Individual,Manual,0,16,0.52
Honda,13.54,265153,Petrol,Dealer,Manual,0,20,0.48
Hyundai,4.03,115965,Petrol,Dealer,Automatic,1,16,0.23
Hyundai,12.82,15197,Petrol,Dealer,Automatic,0,3,10.74
Hyundai,10.12,204595,Petrol,Individual,Automatic,1,14,0.53
Honda,8.45,84392,Diesel,Dealer,Manual,3,10,1.25
Nissan,11.34,109796,Diesel,Dealer,Manual,0,10,3.2
Hyundai,17.56,40498,Diesel,Dealer,Manual,1,6,9.22
Tata,12.74,94682,Diesel,Individual,Automatic,1,10,2.86
Volkswagen,13.48,60500,Petrol,Dealer,Manual,0,6,6.94
Chevrolet,12.16,147428,Petrol,Individual,Automatic,1,11,1.46
Tata,17.99,47095,Petrol,Dealer,Automatic,3,7,5.16
Mercedes-Benz,36.96,36707,Diesel,Dealer,Automatic,3,5,19.1
Toyota,16.61,500,Petrol,Dealer,Manual,0,2,15.22
Maruti,5.18,98262,CNG,Individual,Manual,0,12,0.88
Tata,14.99,124564,CNG,Dealer,Manual,0,12,2.39
Tata,6.34,225491,Diesel,Individual,Manual,1,17,0.27
Renault,11.15,11280,Petrol,Dealer,Manual,0,3,8.49
Maruti,4.72,107842,CNG,Dealer,Manual,1,13,0.42
Toyota,21.74,253656,Petrol,Individual,Manual,1,17,0.75
Chevrolet,14.31,37209,CNG,Dealer,Manual,0,4,9.93
Chevrolet,7.56,70596,Petrol,Individual,Automatic,1,6,2.98
Hyundai,16.12,70448,Petrol,Individual,Manual,0,9,3.66
Toyota,6.18,6385,Petrol,Individual,Manual,0,3,5.31
Volkswagen,12.74,22170,Diesel,Dealer,Manual,0,3,11.6
Renault,9.1,161281,Petrol,Dealer,Manual,1,14,0.68
Maruti,3.62,80729,Diesel,Individual,Manual,1,8,0.99
Ford,12.2,30917,Petrol,Individual,Automatic,0,5,7.79
Maruti,6.04,57985,Petrol,Individual,Automatic,1,7,2.07
BMW,35.14,29185,Diesel,Individual,Manual,1,4,21.56
Tata,6.28,327227,Diesel,Dealer,Manual,0,23,0.17
Maruti,10.39,9477,Diesel,Individual,Automatic,1,3,9.02
Honda,7.51,116804,Diesel,Individual,Manual,0,10,2.02
Ford,20.27,145810,Diesel,Dealer,Manual,0,15,3.06
Chevrolet,12.91,116178,Petrol,Dealer,Manual,1,10,2.18
Toyota,21.43,71703,Petrol,Dealer,Manual,0,8,7.18
Renault,8.08,3400,Diesel,Individual,Automatic,0,3,6.7
Hyundai,15.82,12638,CNG,Dealer,Manual,1,4,9.6
Nissan,14.08,95231,Petrol,Dealer,Manual,3,13,0.61
Maruti,8.44,68296,Petrol,Individual,Manual,0,6,4.07
Volkswagen,10.91,143447,Petrol,Individual,Manual,1,16,0.46
Maruti,10.93,28856,Petrol,Dealer,Automatic,1,5,6.3
Maruti,5.28,68646,Petrol,Individual,Automatic,3,7,1.14
Maruti,5.02,33237,Petrol,Dealer,Manual,1,4,3.51
Hyundai,4.01,190900,Petrol,Dealer,Automatic,0,12,0.53
Mahindra,10.29,131821,Petrol,Dealer,Automatic,0,17,0.93
Maruti,5.15,60269,Petrol,Individual,Manual,0,9,1.25
Hyundai,9.66,37294,Diesel,Dealer,Manual,1,5,5.89
Honda,18.08,250304,CNG,Dealer,Manual,1,18,0.56
Tata,5.44,26120,Petrol,Individual,Manual,0,4,3.24
Volkswagen,9.12,104374,CNG,Dealer,Automatic,0,9,2.72
Tata,9.03,215620,Diesel,Dealer,Manual,0,17,0.94
Ford,7.88,26287,Diesel,Individual,Automatic,1,4,6.04
Maruti,5.64,89215,Petrol,Individual,Automatic,1,9,1.34
Hyundai,16.9,72377,Petrol,Individual,Manual,0,11,3.09
Maruti,11.51,186517,Diesel,Individual,Automatic,1,13,1.22
Audi,36.29,187526,Diesel,Dealer,Automatic,1,22,1.45
Tata,9.27,6852,Petrol,Dealer,Automatic,0,3,7.23
Ford,11.6,120811,Petrol,Dealer,Manual,1,10,2.01
Mahindra,15.31,55180,Diesel,Individual,Manual,1,6,6.76
Mahindra,17.15,202129,Petrol,Dealer,Manual,3,18,0.61
Maruti,9.73,147039,Petrol,Individual,Automatic,0,17,0.56
Hyundai,4.37,15079,Petrol,Individual,Manual,0,3,4.0
Honda,21.41,46784,Petrol,Dealer,Manual,1,5,9.82
